runner_name,gender,elo,rank
nancy jiang,F,553.0504484484395,775
manon gras,F,553.0349747514025,776
guillaume deneffe,M,553.0282609065916,1035
matis leray,M,552.777240656095,1036
alejandro villarino,M,552.7169669927109,1037
blair dave walker,M,552.5754386269415,1038
alina edwards,F,552.0810864874311,777
jennifer nummerdor,F,552.016090140544,778
ryohei kobayashi,M,551.9634946810064,1039
charles macnulty,M,551.9476905577553,1040
daniela deschamps,F,551.9274067089877,779
julie doll,F,551.7456227716283,780
abigail horvath,F,551.7322921180405,781
gemma hillier-moses,F,551.5551082743908,782
anna olsen,F,551.4351545600025,783
tobias beibl,M,551.3377845933041,1041
shannon howell,F,551.2831872342024,784
diarra cropper,M,551.1862136090378,1042
nkosinathi michael duma,M,550.9274460532438,1043
brent riopelle,M,550.8781499795193,1044
valery visser,F,550.7857179165944,785
gaetan blanchard,M,550.6698475758351,1045
michal jurek,M,550.5470193081555,1046
brandon sullivan,M,550.329824432436,1047
jessica schiller,F,550.3160626393852,786
charly vuillemot,M,550.0637265320254,1048
candy willis,F,550.050413991241,787
sheldon oetter,M,550.0224454436948,1049
jay castaneda,M,549.7548093889077,1050
brandon blondeau,M,549.7347065971207,1051
carl lambert,M,549.2438997590775,1052
jonathan salinas,M,549.1602771072351,1053
aaron richards,M,548.9171680262768,1054
leah hopper,F,548.7665698722878,788
chad bruce,M,548.7429912289246,1055
samuel schwartz,M,548.6795824720562,1056
isaac glenn,M,548.6734896234185,1057
emily schultz,F,548.5291246891859,789
rachel fuhrman,F,548.4898935306953,790
letitia moffitt,F,548.3274104088207,791
victor mier,M,548.3076526864056,1058
robert schwartz,M,548.2360315946075,1059
billy grimes,M,548.0039698695537,1060
anais schwebel,F,547.9116053634372,792
dylan steven,M,547.8900418710922,1061
prisca lieberherr,F,547.8480523659259,793
james turner,M,547.8124681420078,1062
kelsy siegel,F,547.7022209045463,794
jerome sicard,M,547.6065923463065,1063
jodine coe,F,547.5387779554219,795
tomas seim,M,547.5362587681205,1064
aaron webb,M,547.467653438854,1065
robert mueller,M,547.2513771864412,1066
howard edmiston,M,547.2258003306774,1067
florent ferrandez,M,547.1857873732072,1068
nolwenn cadiou,F,547.1832802334809,796
jim mccue,M,546.7319945076479,1069
tom rauen,M,546.6850843143355,1070
cathy turner,F,546.4908746128806,797
cleo orbons,F,546.3005640318404,798
youa buchanan,F,546.2974157569791,799
pena ana garcia,F,545.9494243722487,800
peter surgent,M,545.8841511411696,1071
claire heslop,F,545.872070931973,801
reinhold doblinger,M,545.8664878989172,1072
adam frye,M,545.7378906447635,1073
aziliz boisset,F,545.5375587061055,802
heather liu,F,545.4906397026656,803
andreas vieider,M,545.4757319478831,1074
paul justine saint,F,545.4653067266488,804
christopher harrington,M,545.1821205223509,1075
andrea christensen,F,545.1109148649048,805
enrica dematteis,F,545.0992784976237,806
luz ramirez,F,545.0186841673844,807
amy streeter,F,544.978762730382,808
catherine leclair,F,544.9158562094422,809
amelia digiano,F,544.7889034919856,810
brizard jérémy garcia,M,544.7791989470394,1076
laura new,F,544.7687761360728,811
nicole monette,F,544.689909526734,812
tina ormuz,F,544.5839095475974,813
andi bertolina,F,544.4515640866895,814
matthew healy,M,544.3282493512135,1077
franziska woehl,F,544.1611236239078,815
ryan lagerquist,M,543.8725110984622,1078
mckendree hickory,F,543.8518310024939,816
mathieu delomier,M,543.7973418009899,1079
angie hodge,F,543.7743767623331,817
klark larsen,M,543.7567261726772,1080
finn melanson,M,543.7480007278047,1081
lucas wilkinson,M,543.6980846334908,1082
aaron slabach,M,543.5735319494207,1083
jack watson,M,543.5430068555391,1084
carol smith,F,543.2550733806829,818
chizuru ofuchi,F,543.1753143656664,819
brian johnson,M,543.1400317301491,1085
benoit gaillard,M,543.1170402574147,1086
maxime castillon,M,543.1007665191972,1087
david cowles,M,543.0610030696494,1088
emilie maroteaux,F,543.0504484484395,820
nicola soraghan,F,543.0349747514025,821
jean marie diverrez,M,542.777240656095,1089
minot charles perrot,M,542.6375396625657,1090
pablo valade,M,542.5754386269415,1091
katie d’ambrosia,F,542.4080501192157,822
ragna debats,F,542.0810864874311,823
doug watson,M,542.0213038909778,1092
velibor jovanovic,M,541.9634946810064,1093
paul jacobs,M,541.9476905577553,1094
shanda demorest,F,541.7456227716283,824
effie drew,F,541.7322921180405,825
samantha reilly,F,541.5551082743908,826
lucie jamsin,F,541.4769737250188,827
andrea gautschi,F,541.4351545600025,828
rainer markle,M,541.3377845933041,1095
jeremy shlachter,M,541.1862136090378,1096
ashley hall,F,541.1626679814375,829
mahlomola sekunyana,M,540.9274460532438,1097
alex batten,M,540.8781499795193,1098
evanne roy,F,540.7857179165944,830
fabrice igier,M,540.6698475758351,1099
patrick mckinney,M,540.329824432436,1100
emily kratz,F,540.2248981847303,831
jeanne collonge,F,540.2208300643432,832
roy julien le,M,540.0637265320254,1101
steve sando,M,540.0224454436948,1102
nate hayward,M,539.9705762983046,1103
alexander humenetskyj,M,539.7548093889077,1104
andrew williams,M,539.7347065971207,1105
maite geoffray,F,539.7204258621589,833
petra hartmann,F,539.611314607848,834
michele yates,F,539.570573743176,835
helmut walter,M,539.2438997590775,1106
chris zastawniak,M,539.1602771072351,1107
melissa locke,F,539.1260927152169,836
matteo paladin,M,538.7815667056333,1108
rachel glasson,F,538.7665698722878,837
mike cappi,M,538.7497606720408,1109
eric whewell,M,538.6734896234185,1110
amelie lepple,F,538.5291246891859,838
hannah doskicz,F,538.4898935306953,839
ferrus josep casado,M,538.3828624926037,1111
kelsey conner,F,538.3274104088207,840
cachan jorge gutierrez,M,538.3076526864056,1112
ruifang zhou,F,538.0806883738873,841
erika hoagland,F,538.031293349991,842
kent ryhorchuk,M,538.0039698695537,1113
laura ravani,F,537.9116053634372,843
david basak,M,537.8900418710922,1114
marina kollassa,F,537.8480523659259,844
mariangela cruz,F,537.7022209045463,845
james boeding,M,537.6065923463065,1115
emilia cameron,F,537.5387779554219,846
daniel krasulak,M,537.5362587681205,1116
ryan giuliano,M,537.467653438854,1117
adam drozek,M,537.2258003306774,1118
jonathan junique,M,537.1857873732072,1119
marine vautrot,F,537.1832802334809,847
franco zuniga,M,537.0713924248389,1120
matthew hoffman,M,536.8526743867584,1121
peter lukes,M,536.7319945076479,1122
danielle sleezer,F,536.4908746128806,848
simona dolinar,F,536.3005640318404,849
sarah van wart,F,536.2997283061485,850
meghan everett,F,536.2974157569791,851
sánchez marina escudero,F,535.9494243722487,852
jake epp,M,535.8841511411696,1123
dimitri bongers,M,535.8664878989172,1124
kyle bodnyk,M,535.7378906447635,1125
graciela acosta,F,535.5375587061055,853
jessica schnier,F,535.4906397026656,854
davide ambrosini,M,535.4757319478831,1126
rebel gilbert,F,535.4653067266488,855
jill thomason,F,535.4002701252734,856
andrea white,F,535.1109148649048,857
agathe lebel,F,535.0992784976237,858
andrea hicks,F,535.0186841673844,859
allison godin,F,534.978762730382,860
doria unrau,F,534.9158562094422,861
anna gavrilova,F,534.7889034919856,862
nicolas werlen,M,534.7791989470394,1127
guislaine verrier,F,534.7687761360728,863
allison mercer,F,534.689909526734,864
stephan wenk,M,534.6360880651846,1128
naomi ohman,F,534.4515640866895,865
daniel zamora,M,534.3282493512135,1129
junko yano,F,534.2006061033929,866
adam williams,M,534.1861338293509,1130
andrea schittenhelm,F,534.1611236239078,867
aden peterson,F,533.7743767623331,868
jason clarke,M,533.7567261726772,1131
brian bender,M,533.6980846334908,1132
joel pinto,M,533.6698505244182,1133
clint anders,M,533.5735319494207,1134
robert henderson,M,533.4426963571022,1135
jeannie henderson,F,533.2550733806829,869
rika kawachi,F,533.1753143656664,870
timotej saly,M,533.1686103136228,1136
drake bernards,M,533.1400317301491,1137
jon salazar,M,533.0610030696494,1138
silvia coriele,F,533.0504484484395,871
cyrielle baroni,F,533.0349747514025,872
nick belles,M,532.9985968582511,1139
michael belgiovine,M,532.6375396625657,1140
cruz alvaro perez,M,532.5754386269415,1141
colton ransom,M,532.3457389210982,1142
hélène léger,F,532.0810864874311,873
drew watson,M,532.0213038909778,1143
kazuo sumida,M,531.9634946810064,1144
john tidd,M,531.9476905577553,1145
martin steindl,M,531.9307965532633,1146
isabel houghton,F,531.9274067089877,874
talia wells,F,531.7456227716283,875
maggie gietz,F,531.7322921180405,876
serra celia balcells,F,531.5551082743908,877
ericka sharples,F,531.4351545600025,878
christopher bottner,M,531.3377845933041,1147
malusi dlomo,M,530.9274460532438,1148
matt kevan,M,530.8781499795193,1149
petra svoboda,F,530.7857179165944,879
steve canelis,M,530.329824432436,1150
anne tisdell,F,530.2248981847303,880
solene schuster,F,530.2208300643432,881
thierry overney,M,530.0637265320254,1151
benjamin lucas,M,530.0224454436948,1152
simon widmann,M,529.9705762983046,1153
camille bruyas,F,529.9606488032964,882
froilan hernandez,M,529.7548093889077,1154
ryan gwaltney,M,529.7347065971207,1155
claire wolff,F,529.3133570402274,883
pablo fierro,M,529.2438997590775,1156
troy davis,M,529.1602771072351,1157
heather proft,F,529.1260927152169,884
walter handloser,M,529.0545457884207,1158
art hurtado,M,528.9171680262768,1159
casey shi,F,528.7665698722878,885
cooper west,M,528.7497606720408,1160
clovis chaverot,M,528.7449730223194,1161
carl jarema,M,528.6795824720562,1162
cameron torrens,M,528.6734896234186,1163
makayla moran,F,528.5291246891859,886
julianna catania,F,528.4898935306952,887
gil juan pablo gil,M,528.3828624926037,1164
teresa verburg,F,528.3274104088207,888
richard turgeon,M,528.0039698695537,1165
audrey nguyen,F,527.9116053634372,889
vanya dimitrova,F,527.8480523659259,890
joseph turner,M,527.8124681420078,1166
jeanelle hazlett,F,527.7022209045463,891
colton witherell,M,527.6065923463065,1167
zach peters,M,527.467653438854,1168
morgan bronson,F,527.3167950167073,892
ben chisholm,M,527.2513771864412,1169
douglas myers,M,527.2258003306774,1170
prina pablo llusia,M,527.1857873732072,1171
isabella rosch,F,527.1832802334809,893
matthew bonner,M,527.0713924248389,1172
amber weibel,F,526.8789380865032,894
porter roskelley,M,526.7319945076479,1173
william milner,M,526.6850843143355,1174
sharlet gilbert,F,526.6482339175121,895
lauren van valkenburgh,F,526.5261072508437,896
virginie alleaud,F,526.5012672274977,897
chrissy whitten,F,526.4908746128806,898
jaroslava jezkova,F,526.3005640318404,899
laura hall,F,526.2997283061485,900
melissa vanni,F,526.2974157569791,901
julia metzner,F,525.9494243722487,902
ryan wold,M,525.8841511411696,1175
simon gysel,M,525.8664878989171,1176
rich cook,M,525.7378906447635,1177
matt smith,M,525.5400858844916,1178
lisanne breggen,F,525.5375587061055,903
obando jennifer solano,F,525.4906397026656,904
ludovic guillemin,M,525.4757319478831,1179
cruz silvia leon,F,525.4653067266488,905
isabelle dragon,F,525.0992784976237,906
ursula hanna,F,525.0186841673844,907
kehui wang,F,524.978762730382,908
amber green,F,524.7889034919856,909
enzo pinat,M,524.7791989470394,1180
olga almeida,F,524.7687761360728,910
mikiko ota,F,524.689909526734,911
blake turner,M,524.6360880651846,1181
kaelyn woods,F,524.4515640866895,912
sabina russell,F,524.1611236239078,913
matthew kahn,M,523.9831114925771,1182
andrew rexroad,M,523.8725110984622,1183
jennie yeaman,F,523.8518310024939,914
florian laniel,M,523.7973418009899,1184
victoria digiannantonio,F,523.7743767623331,915
trey duvall,M,523.7567261726772,1185
daniel weissauer,M,523.6980846334908,1186
zach eagle,M,523.5735319494207,1187
brent rauch,M,523.4426963571022,1188
yolande maclean,F,523.2550733806829,916
yuko kawamoto,F,523.1753143656664,917
groote fabien de,M,523.1686103136228,1189
raymond devries,M,523.1400317301491,1190
neal garry,M,523.1007665191972,1191
cody powers,M,523.0610030696494,1192
abby hall,F,523.0504484484395,918
eugenio bonelli,M,522.6375396625657,1193
maxime bodet,M,522.5754386269415,1194
freya stein,F,522.4080501192157,919
nathan williams,M,522.3457389210982,1195
jo meek,F,522.0810864874311,920
junji iwanami,M,521.9634946810064,1196
gaã«l ninot,M,521.9476905577553,1197
sierra castaneda,F,521.9274067089877,921
shannon mauser suing,F,521.7456227716283,922
evelyn kronlage,F,521.7322921180405,923
mathieu renda,M,521.596183668907,1198
jasmin nunige,F,521.5551082743908,924
vincent tachot,M,521.3377845933041,1199
joanna fortier,F,521.2831872342024,925
lance harpe,M,521.1956501596654,1200
joseph fellmeth,M,521.1862136090377,1201
pfarelo sylvester mathada,M,520.9274460532438,1202
william betts,M,520.8781499795193,1203
letizia hugelshofer,F,520.7857179165944,926
adrien vassal,M,520.6698475758351,1204
taylor carr,M,520.329824432436,1205
nick allen,M,520.2511709238473,1206
tandi sherlock,F,520.2248981847303,927
manon huntziger,F,520.2208300643432,928
adrien vuillemin,M,520.0637265320254,1207
simon meffan-main,M,520.0224454436948,1208
bryce montoya,M,519.7548093889077,1209
justin henke,M,519.7347065971207,1210
anais macian,F,519.7204258621589,929
bruno sousa,M,519.6453711224933,1211
chris hamilton,M,519.2438997590775,1212
steven anderson,M,519.1602771072351,1213
john schmid,M,518.9171680262768,1214
laurie dymond,F,518.7665698722878,930
truman mcgee,M,518.6734896234186,1215
sheridan underwood,F,518.5291246891859,931
madeline villalba,F,518.4898935306952,932
de leon javier botran,M,518.3828624926037,1216
pamela geernaert,F,518.3274104088207,933
gracia alvaro caro,M,518.3076526864056,1217
cory linfield,M,518.2174648547841,1218
michael hewitt,M,518.0039698695537,1219
leah brown,F,517.9499236721596,934
sara buhrer,F,517.9116053634372,935
aaron fearing,M,517.8900418710922,1220
esther hodel,F,517.8480523659259,936
andrzej piotrowski,M,517.8124681420078,1221
brianna boley,F,517.7022209045463,937
garrett christensen,M,517.6065923463065,1222
suzi swinehart,F,517.5387779554219,938
millan joel fortuny,M,517.5362587681205,1223
julian auriti,M,517.467653438854,1224
skyler nuelle,F,517.3167950167073,939
george cyrus,M,517.2513771864412,1225
andrew lambright,M,517.2258003306774,1226
adan carbo,M,517.1857873732072,1227
dorota kaczmarek,F,517.1832802334809,940
rob austerman,M,517.0713924248389,1228
alex hudgins,M,516.8526743867584,1229
fabian liesner,M,516.7319945076479,1230
chloe bureau-oxton,F,516.5012672274977,941
veronica perales,F,516.4908746128806,942
gancarz barbara klepacka,F,516.3005640318404,943
lexi burke,F,516.2997283061485,944
alana klingman,F,516.2974157569791,945
lisa risch,F,515.9494243722487,946
jake gottschalk,M,515.8841511411696,1231
patrick gieschke,M,515.8664878989172,1232
harley le leivre,M,515.7378906447635,1233
jennyfer pisapia,F,515.5375587061055,947
alessandro marco patti,M,515.4757319478831,1234
emma wilkins,F,515.4653067266488,948
betsy larder,F,515.1109148649049,949
corine kagerer,F,515.0992784976237,950
cathy pearce,F,515.0186841673844,951
dani dlouhy,F,514.978762730382,952
margaret rosner,F,514.9158562094422,953
sarah humble,F,514.7889034919856,954
david gori,M,514.7791989470394,1235
claire france,F,514.7687761360728,955
juliadavis,F,514.689909526734,956
sammy chelangat,M,514.6360880651846,1236
shannon foster,F,514.4515640866895,957
kosuke amano,M,514.3282493512135,1237
cassie pratley,F,514.1611236239078,958
andrew poland,M,513.8725110984622,1238
noa ohms,M,513.7973418009899,1239
kelli mccall,F,513.7743767623331,959
tim slesk,M,513.7567261726772,1240
takahiro watanabe,M,513.6980846334908,1241
louisa robbins,F,513.2550733806829,960
shima urabe,F,513.1753143656664,961
erik roeling,M,513.1686103136228,1242
bhushan suresh,M,513.1400317301491,1243
willy mamy,M,513.1007665191972,1244
katarzyna solinska,F,513.0504484484395,962
karolina wierzchowiak,F,513.0349747514026,963
jacques guivarch,M,512.777240656095,1245
ricky parra,M,512.6375396625657,1246
don reichelt,M,512.5868796469708,1247
patxi etcheverrigaray,M,512.5754386269415,1248
lindsay kasow,F,512.4080501192157,964
justin langevin,M,512.3457389210982,1249
fangyuan wen,F,512.2181545545606,965
chad allen,M,512.0213038909778,1250
hideaki yoshida,M,511.9634946810064,1251
ella dzenitis,F,511.92740670898775,966
emily fisk,F,511.74562277162823,967
emily moushon,F,511.73229211804045,968
brian piette,M,511.5949346621312,1252
vargas adriana vanesa,F,511.4769737250187,969
michael mitchell,M,511.35235411943745,1253
philipp scharlig,M,511.3377845933042,1254
lizzie jones,F,511.2831872342024,970
bradley curtis,M,511.1862136090378,1255
vasilii korytkin,M,510.9274460532437,1256
timothy schenk,M,510.8781499795193,1257
sonia forouzanfar,F,510.7857179165944,971
jeremy demul,M,510.66984757583504,1258
derek rotz,M,510.32982443243606,1259
chelsea kaderavek,F,510.22489818473025,972
nathalie bazile,F,510.2208300643432,973
simon baudoin,M,510.0637265320254,1260
sam burt,M,510.0224454436948,1261
andrew bumbalough,M,509.9705762983047,1262
davis ayers,M,509.75480938890763,1263
evan mudgett,M,509.7347065971208,1264
marine sechet,F,509.72042586215883,974
lauren ciolli,F,509.42721548109205,975
roger church,M,509.2438997590776,1265
gary beardsley,M,509.1602771072351,1266
steph hill,F,509.12609271521694,976
wookie kim,M,508.91716802627684,1267
julia bowman,F,508.76656987228785,977
jake hacker,M,508.74976067204085,1268
roger stash,M,508.67348962341856,1269
courtney ott,F,508.52912468918595,978
sandy duval,F,508.49673730713016,979
angela marie,F,508.48989353069527,980
sange sherpa,M,508.38286249260375,1270
coleen sullins,F,508.3274104088207,981
johann obermueller,M,508.3076526864056,1271
luanne park,F,508.0312933499909,982
astrid forrer,F,507.91160536343716,983
daniel crespo,M,507.89004187109214,1272
stevic milena,F,507.8480523659259,984
benjamin polin,M,507.8124681420078,1273
margaux girard,F,507.59095819333925,985
michelle geib,F,507.53877795542195,986
alexander katholnig,M,507.53625876812055,1274
andrew pickerl,M,507.467653438854,1275
stacey marion,F,507.3217357456019,987
mindy williford,F,507.3167950167073,988
nate lewis,M,507.2513771864413,1276
jason corbett,M,507.22580033067743,1277
martin pourchet,M,507.1857873732072,1278
katherine brook,F,507.18328023348084,989
tamila johnson,F,507.07610466292635,990
brenton warren,M,507.07139242483896,1279
whitney solomon,F,507.02362880233994,991
alfredo asuzano,M,506.8526743867584,1280
oscar sandoval,M,506.73199450764787,1281
jacob hart,M,506.6850843143355,1282
céline bernasconi,F,506.50126722749764,992
darci stavinoha,F,506.4908746128806,993
vika hutnyk,F,506.30056403184034,994
ferreiro sonia atanes,F,505.9494243722487,995
cabel mccandless,M,505.8841511411696,1283
joris delmond,M,505.8664878989171,1284
roxana stoichita,F,505.5375587061056,996
cessair mckinney,F,505.49063970266565,997
gionata cogliati,M,505.47573194788316,1285
sophia klein,F,505.46530672664875,998
hannah hill,F,505.1109148649048,999
1anonymous 97433unknown,F,505.09927849762363,1000
paula olson,F,505.01868416738444,1001
sally bray,F,504.97876273038196,1002
sarah krueger,F,504.91585620944215,1003
kendra gilbert,F,504.7889034919856,1004
noe fellay,M,504.77919894703945,1286
lopez nira rosa castro,F,504.7687761360728,1005
nikita steiner,F,504.689909526734,1006
asier labairu,M,504.6360880651846,1287
anonymous participant,F,504.4515640866895,1007
susanne botschen,F,504.1611236239078,1008
adrien karim chouchou,M,503.79734180098995,1288
presley batchelor,F,503.7743767623331,1009
scott layton,M,503.7567261726772,1289
william nguyen,M,503.6980846334908,1290
germano oliveira,M,503.6698505244181,1291
robert irr,M,503.5735319494207,1292
michael park,M,503.507079801087,1293
xavier barrette,M,503.44269635710225,1294
maretha smit,F,503.2550733806829,1010
kobai li,F,503.17531436566634,1011
kim sauser,M,503.16861031362276,1295
ibles olcina,M,503.1400317301491,1296
emmanuel pierre,M,503.1007665191972,1297
oleksandr skorokhod,M,503.0610030696493,1298
melanie finas,F,503.0504484484395,1012
josepha seydoux,F,503.03497475140256,1013
pablo villa,M,502.777240656095,1299
guillaume chaignon,M,502.5754386269415,1300
becky boyle,F,502.4080501192156,1014
kerry bruce,F,502.28628736139535,1015
adam koppany,M,502.02130389097783,1301
nozomu niwa,M,501.96349468100635,1302
jacob rydman,M,501.9476905577554,1303
katie curry,F,501.74562277162823,1016
madison reynolds,F,501.5551082743908,1017
anthony fagundes,M,501.389502658012,1304
volker schoeffl,M,501.3377845933042,1305
keegan rumsey,F,501.2831872342024,1018
zachary eldridge,M,501.1862136090378,1306
logan meier,M,500.9639337207169,1307
ayanda ngcobo,M,500.9274460532437,1308
kamden romano,M,500.8781499795193,1309
sarah werner,F,500.7857179165944,1019
rebecca rick,F,500.6755810893381,1020
oliver page,M,500.66984757583504,1310
kurtis wilsey,M,500.329824432436,1311
lisa daane,F,500.22489818473025,1021
laure bischoff,F,500.2208300643432,1022
valentin barrault,M,500.06372653202544,1312
walker yane,M,499.9705762983047,1313
yitka winn,F,499.96064880329635,1023
andrew thibodeau,M,499.75480938890763,1314
aaron bonham,M,499.7347065971208,1315
marine dutertre,F,499.72042586215883,1024
gilbert gross,M,499.2438997590776,1316
brian blair,M,499.1602771072351,1317
christie brinker,F,499.12609271521694,1025
nick eiben,M,499.0122840612173,1318
erik bird,M,498.91716802627684,1319
shelby johnson,F,498.76656987228785,1026
jonathan cyganik,M,498.74976067204085,1320
tayson jensen,M,498.67958247205615,1321
robin lowe-skillern,F,498.52912468918595,1027
javier sosa,M,498.38286249260375,1322
jenna conley,F,498.3274104088207,1028
agustin lujan,M,498.3076526864056,1323
dina brasil,F,498.0312933499909,1029
andy reed,M,498.0039698695536,1324
maelle hayoz,F,497.91160536343716,1030
artur piecha,M,497.89004187109214,1325
manuela schöpfer,F,497.8480523659259,1031
christopher richardson,M,497.8124681420078,1326
egor gavrilov,M,497.6065923463064,1327
marion guillemant,F,497.53877795542195,1032
wojciech trzaska,M,497.53625876812055,1328
eric berglund,M,497.467653438854,1329
stephane essig-peppard,F,497.3167950167073,1033
jayson hefner,M,497.2513771864413,1330
gary shaw,M,497.22580033067743,1331
fábio barbosa,M,497.1857873732072,1332
jared matcham,M,497.07139242483896,1333
evanne blanchard,F,497.02309512870755,1034
samuel kirk,M,496.8526743867584,1334
micah whitman,M,496.73199450764787,1335
felton matthew,M,496.6850843143355,1336
buqin xu,F,496.50126722749764,1035
rachel baker,F,496.4908746128806,1036
majda trcek,F,496.30056403184034,1037
janelle stevens,F,496.29972830614855,1038
lexie catanglan,F,496.2974157569792,1039
la rosa molina anabel de,F,495.9494243722487,1040
david rhodes,M,495.8841511411696,1337
borja arias,M,495.8664878989171,1338
spencer strohm,M,495.7378906447635,1339
ivana kikelj,F,495.5375587061056,1041
sickle heather van,F,495.49063970266565,1042
herrero ruben rodriguez,M,495.47573194788316,1340
heleen mills,F,495.46530672664875,1043
john shaw,M,495.34194464210196,1341
kseniia avdeeva,F,495.09927849762363,1044
constance wannamaker,F,495.01868416738444,1045
sarah portman,F,494.97876273038196,1046
marla glass,F,494.91585620944215,1047
vaulx aurelien de,M,494.77919894703945,1342
stephanie gil,F,494.7687761360728,1048
louise-marie thevenin lebran,F,494.689909526734,1049
eliza webber,F,494.4515640866895,1050
ailsa barclay,F,494.1611236239078,1051
connor poole,M,493.87251109846216,1343
charissa kenny,F,493.8518310024939,1052
sidney thomasset,M,493.79734180098995,1344
greta shaffer,F,493.7743767623331,1053
william thesken,M,493.7567261726772,1345
travis burleson,M,493.6980846334908,1346
jean marie poilvet,M,493.6698505244181,1347
madeline wighardt,F,493.6117785194791,1054
zachary russell,M,493.5735319494207,1348
lukas burrer,M,493.44269635710225,1349
ilse marais,F,493.2550733806829,1055
akiko nakamura,F,493.17531436566634,1056
stefan buetler,M,493.16861031362276,1350
stum thomas le,M,493.10076651919724,1351
brandon butler,M,493.0610030696493,1352
johanna bygdell,F,493.0504484484395,1057
aurelie macedo,F,493.03497475140256,1058
guillaume beauxis,M,492.777240656095,1353
samuel bishop,M,492.6375396625657,1354
martinez sidharta garcia,M,492.5754386269415,1355
maria iuliano,F,492.4080501192156,1059
michael garneau,M,492.34573892109825,1356
yuki ohama,F,492.08108648743115,1060
eva urbanc,F,492.07723114750337,1061
scot dedeo,M,492.02130389097783,1357
kanta mizutani,M,491.96349468100635,1358
thorsten preiss,M,491.9476905577554,1359
linden rees,F,491.92740670898775,1062
addison sember,F,491.74562277162823,1063
agirre maddi arrazola,F,491.4769737250187,1064
olivia reynolds,F,491.43515456000245,1065
matus bitara,M,491.3377845933042,1360
claire todd,F,491.2831872342024,1066
mikhael tran,M,491.02330191665357,1361
gift kelehe,M,490.9274460532437,1362
arnold lim,M,490.8781499795193,1363
sybille rutsche,F,490.7857179165944,1067
katherine edwards,F,490.6755810893381,1068
erwan barret,M,490.66984757583504,1364
christopher meierling,M,490.329824432436,1365
shalise morgan,F,490.22489818473025,1069
marine beraud,F,490.2208300643432,1070
jonas baroche,M,490.06372653202544,1366
daniel luedders,M,490.0224454436948,1367
joseph roldan,M,489.9705762983047,1368
emily halnon,F,489.96064880329635,1071
josh swayne,M,489.75480938890763,1369
manon ratel,F,489.72042586215883,1072
roman gratteri,M,489.6887666802555,1370
jose murillo,M,489.2438997590776,1371
matt despain,M,489.1602771072351,1372
kathy decker,F,489.12609271521694,1073
jeremy brooks,M,489.0122840612173,1373
joel kuhn,M,488.91716802627684,1374
michaela gross,F,488.76656987228785,1074
ruben castren,M,488.74976067204085,1375
brett fillipi,M,488.67348962341856,1376
madeleine miller,F,488.52912468918595,1075
kenny krygier,M,488.50319097248575,1377
jana villanueva,F,488.4898935306952,1076
jose manuel leon,M,488.38286249260375,1378
amy coor,F,488.3274104088207,1077
garcia alvaro megia,M,488.3076526864056,1379
emily spognardi,F,488.0312933499909,1078
karl meltzer,M,488.0039698695536,1380
lauren muffat,F,487.91160536343716,1079
max robinson,M,487.89004187109214,1381
lucie monney,F,487.8480523659259,1080
manel deli,M,487.8124681420078,1382
chloe burns,F,487.7022209045463,1081
steven doll,M,487.60659234630646,1383
rebecca boozan,F,487.53877795542195,1082
balazs belak,M,487.53625876812055,1384
brent manke,M,487.467653438854,1385
emily keeter,F,487.3167950167073,1083
jacob ort,M,487.22580033067743,1386
christian loher,M,487.1857873732072,1387
cinzia chioccarello,F,487.18328023348084,1084
steven langford,M,487.07139242483896,1388
kevin walker,M,486.6316729580835,1389
rachel gerber,F,486.50126722749764,1085
kathy montalvo,F,486.4908746128806,1086
andrea tarras,F,486.4391496480935,1087
kamila vesela,F,486.30056403184034,1088
sarah bush,F,486.29972830614855,1089
roberta mohsenzadegan,F,486.2974157569792,1090
kanako edamoto,F,486.2216384125954,1091
hillary allen,F,485.9494243722487,1092
steve ihnot,M,485.8841511411696,1390
mattia agugiaro,M,485.8664878989171,1391
chris wu,M,485.7378906447635,1392
flora wing yee ching,F,485.5375587061056,1093
paolo fiacchi,M,485.47573194788316,1393
huchet maureen,F,485.46530672664875,1094
beckie stauffer,F,485.1109148649048,1095
camille sere,F,485.09927849762363,1096
terri rashid,F,485.01868416738444,1097
mari hickmann,F,484.97876273038196,1098
allison duane,F,484.91585620944215,1099
carolyn luckett,F,484.89020664219794,1100
anna freudenberg,F,484.7889034919856,1101
andreas wagner,M,484.77919894703945,1394
maryarnold94@yahoo.co.uk arnold,F,484.7687761360728,1102
luna silvia,F,484.689909526734,1103
ludvik fernandes,M,484.6360880651846,1395
heidi booher,F,484.4515640866895,1104
mike malina,M,484.3282493512135,1396
marie potter,F,484.1611236239078,1105
hugo bruyère,M,483.79734180098995,1397
joe wilbourn,M,483.6980846334908,1398
maxime hourdebaigts,M,483.6698505244181,1399
deborah hamberlin,F,483.4762168045731,1106
lauren jones,F,483.4585889367556,1107
renata vosloo,F,483.2550733806829,1108
kaori shimizu,F,483.17531436566634,1109
philippe casgrain,M,483.16861031362276,1400
linford fritz,M,483.0610030696493,1401
samantha stimac,F,483.0504484484395,1110
barbora cicha,F,483.03497475140256,1111
marco bonfante,M,482.777240656095,1402
hugh chatfield,M,482.7169669927109,1403
michael eaton,M,482.6375396625657,1404
emil christensen,M,482.5754386269415,1405
tamara clause,F,482.4080501192156,1112
benjamin atkins,M,482.34573892109825,1406
heidi rounds,F,482.08108648743115,1113
